,title,hits,hits_grade
0,2017年联合国人力资源外联项目重庆站宣介活动在我校举行,2248,100.0
1,软件学院“喜迎十九大，共筑中国梦”主题团日活动,979,81.58333333333333
2,“土木杯”篮球赛第三日小组赛,677,56.416666666666664
3,重庆大学“土木杯”篮球小组赛C1队对战C3队,635,52.916666666666664
4,重庆大学土木工程学院“土木杯”篮球赛B1队对阵B2队,651,54.25
5,“土木杯”篮球赛A1战队对阵A3战队,634,52.833333333333336
6,激情“经秋杯”，活力拼双球——经管学院羽毛球、乒乓球比赛,580,48.333333333333336
7,重庆大学‘土木杯’篮球赛B3队对阵B4队,514,42.833333333333336
8,城环学院举行研究生导师“学习十九大精神”辅导报告会,483,40.25
9,国家社科基金重大项目“《古典拉丁语汉语大辞典》编纂”开题论证会在重庆大学举行,2031,100.0
10,城环学院举办出国留学指导讲座,846,70.5
11,航空航天学院团委举办“喜迎十九大共筑中国梦”主题团日活动,587,48.916666666666664
12,聚焦十九大 共启新征程,503,41.916666666666664
13,材料学院迎新晚会主持人选拔活动正式开始,823,68.58333333333333
14,建管学院第一轮新生辩论赛第四组辩论顺利落幕,566,47.166666666666664
15,"群雄舌战展雄风,争锋相对辩天下",1086,90.5
16,机械研究生举办“不忘初心跟党走之深入学习十九大会议精神”主题党团活动,589,49.083333333333336
17,【建管】建管学院SYB创业培训课程顺利开展,462,38.5
18,【建管】“GYB创业培训”火热进行,549,45.75
19,重庆大学“土木杯”篮球赛C1对阵C2队,406,33.833333333333336
20,重庆大学建筑工程制图协会2017-2018学年会员见面会,650,54.166666666666664
21,深入学习，贯彻落实“两学一做”,580,48.333333333333336
22,重庆大学自动化学院2017级研究生开展趣味运动会,435,36.25
23,热心公益 逐梦青协,510,42.5
24,图协薪火初相传,427,35.583333333333336
25,建管学院“新生杯”篮球赛工二对阵工四,492,41.0
26,重庆大学土木杯篮球赛D1队对战D3队,406,33.833333333333336
27,【建管】郭明义爱心团队重大建管分队成功开展“情暖重阳——慰问离退职工”系列活动,466,38.833333333333336
28,重大学子获得第42届国际大学生程序设计竞赛亚洲区域赛（西安站）金奖,2048,100.0
29,汽车工程学院师生深入学习十九大精神,464,38.666666666666664
30,建管学院新生辩论赛工三VS工一顺利进行,671,55.916666666666664
31,建管学院17级房管2班团日活动顺利举行,445,37.083333333333336
32,继续教育学院团委组织部召开工作会议,569,47.416666666666664
33,继教学院3D培训中心举行“毕业生就业指导”知识讲座,451,37.583333333333336
34,关注十九大 学习新思想,452,37.666666666666664
35,继续教育学院3D培训中心开展班级篮球赛,365,30.416666666666668
36,党委常委会召开2017年第43次会议,1139,94.91666666666667
37,北京师范大学李小俚教授应邀到生物学院访问交流,1880,100.0
38,重庆大学艺术学院“重庆市社会科学普及基地”科普活动走进万州,579,48.25
39,动力工程学院举行“动力杯”篮球赛,411,34.25
40,重庆大学学生会举行“校院班”工作联会 暨第一届国学文化节启动仪式,747,62.25
41,应用技术学院组织研究生党员学习十九大报告,367,30.583333333333332
42,华中科技大学刘文予教授谈移动环境下的视频大数据深度学习,1000,83.33333333333333
43,重庆大学2017-2018学年研究生干部骨干培训班 素质拓展活动顺利开展,497,41.416666666666664
44,重庆大学举行2018年研究生元旦晚会主持人选拔大赛,924,77.0
45,2017-2018学年研究生骨干新媒体运营培训（第二期）顺利开展,536,44.666666666666664
46,学校召开2018年度国家自然科学基金申报动员暨辅导报告会,648,54.0
47,动力辩论 青春启航,404,33.666666666666664
48,逐鹿球场 谁与争锋,381,31.75
49,篮球赛青春似火，“迎疯”杯激战正酣,373,31.083333333333332
50,用客观书写真实——记土木工程学院2017年新闻稿培训,429,35.75
51,重大土木工程学院“土木杯”篮球赛B2 vs B4,400,33.333333333333336
52,“喜迎十九大，共筑中国梦”主题团日活动顺利举办——土木11班和房建1班联合举办,403,33.583333333333336
53,重庆大学“土木杯”篮球赛大一地下2班、土木9班对阵大二土木4，5，8班,395,32.916666666666664
54,马克思主义学院举行离退休教职工座谈会,393,32.75
55,继教学院2016级工程造价本科班开展主题团日活动,349,29.083333333333332
56,星期日讲座：诗人李元胜谈“当代诗歌的阅读与理解”,756,63.0
57,重庆大学自动化学院2015级党支部 学习贯彻落实十九大精神报告,457,38.083333333333336
58,计算机学院开展2017年重阳节敬老活动,412,34.333333333333336
59,我校学生在重庆市2017“外研社杯”大学英语竞赛中斩获2个特等奖,900,75.0
60,马克思主义学院与公共管理学院共同举行学生趣味运动会,461,38.416666666666664
61,重庆大学离退休党委松三支部集中学习十九大精神,448,37.333333333333336
62,唇枪舌剑，尽显建管学子风采,467,38.916666666666664
63,新时代 新思想 新目标 新征程 民革重大一支部认真学习中共十九大精神,580,48.333333333333336
64,重庆大学弘深学院举行2017级新生素质拓展训练,951,79.25
65,机关党委、纪委专题研究党的十九大精神宣传贯彻落实工作,490,40.833333333333336
66,重庆大学被评为“全国厂务公开民主管理先进单位”,685,57.083333333333336
67,校党委常务副书记张宗益到机关党委调研,554,46.166666666666664
68,图管会举办“尚阅斋”第28期阅读分享活动,422,35.166666666666664
69,物理学院举办“温馨重阳节，温暖老人心” 主题的趣味游园活动,752,62.666666666666664
70,重庆大学召开传达学习贯彻党的十九大精神大会,3301,100.0
71,动力学院组织开展学习十九大精神团日活动,3981,100.0
72,唇枪舌战 谁与争锋 建管学院新生辩论赛顺利开展,575,47.916666666666664
73,“喜迎十九大，共筑中国梦” 16级房管二班、土木十班联合团日活动今日顺利开展,576,48.0
74,重庆大学“土木杯”篮球赛A2队对阵A4队,450,37.5
75,继续教育学院团委学生会第21期团干培训班开班,273,22.75
76,重庆大学举行第二十一届科技文化节 开幕式活动精彩纷呈,1298,100.0
77,重庆大学承办第十一届iCAN国际创新创业大赛重庆赛区竞赛,1204,100.0
78,公管学院副教授冉戎参加中俄“长江—伏尔加河”高校联盟智库论坛,491,40.916666666666664
79,【榜样的力量】张子豪：用梦想与努力浇灌好奇心,4083,100.0
80,生物工程学院党委中心组专题学习十九大精神,404,33.666666666666664
81,重庆大学离退休党委C二支部集中学习热议十九大精神,411,34.25
82,重庆市高校教师教学发展研讨会在我校举行,1433,100.0
83,校领导带队现场督查校园环境问题整治,1869,100.0
84,重庆大学青年科协交叉学科论坛圆满举行,702,58.5
85,材料学院装饰党支部召开支部会议,273,22.75
86,航空航天学院举行2017级新生辩论赛,730,60.833333333333336
87,继续教育学院2015级土木工程本科班开展主题团日活动,282,23.5
88,继续教育学院举行心理健康知识讲座,278,23.166666666666668
89,土木心协举行2017年第三次社团大会,313,26.083333333333332
90,土木工程学院“土木杯”足球赛B1队对阵B2队,367,30.583333333333332
91,沐浴在十九大的春风中,499,41.583333333333336
92,土木工程学院“土木杯”篮球赛A3队对战B4队,385,32.083333333333336
93,书信传温情 爱心筑希望,601,50.083333333333336
94,重庆大学MEM获准成为全国首批开展IPMP认证合作资格培养单位,591,49.25
95,重庆大学-辛辛那提大学联合学院各团支部举办“喜迎十九大 共筑中国梦”主题团日活动,506,42.166666666666664
96,难得艳阳天，同坐绿草地，细听班导言，共话未来梦,415,34.583333333333336
97,校党委周旬书记带队调研指导马克思主义学院建设,595,49.583333333333336
98,动力工程学院院领导带队走访河南校友,465,38.75
99,数学与统计学院举行离退休教师重阳节茶话会,461,38.416666666666664
100,学校召开文科学科建设工作会,1702,100.0
101,计算机学院青年教师获2017年中国密码学会优秀论文奖,712,59.333333333333336
102,“土木杯”足球赛A1对战A2,384,32.0
103,新闻学院学子在第二届足荣村方言电影节中斩获佳绩,393,32.75
104,新闻学院董天策院长出席上海交大媒体与设计学院建院15周年院长论坛,389,32.416666666666664
105,继续教育学院3D培训中心组织教学实践活动,315,26.25
106,继教院3D培训中心开展“喜迎十九大，共筑中国梦”团日活动,323,26.916666666666668
107,光电工程学院召开2016级年级大会,454,37.833333333333336
108,光电工程学院团委学生会召开新生见面会,636,53.0
109,上海大学上海电影学院新闻传播系来我校新闻学院调研交流,1041,86.75
110,法学院顺利开展“旗帜高扬，开启新时代伟大征程——深入学习宣传贯彻党的十九大精神”党团活动,368,30.666666666666668
111,土木工程学院召开党的十九大精神学习会,374,31.166666666666668
112,经管学院四大部门举办新闻采写、摄影培训,501,41.75
113,机械工程学院举行“炬心”学生干部交流大会学习十九大精神,389,32.416666666666664
114,机关党委举行专题党课深入学习宣传贯彻党的十九大精神,1751,100.0
115,化学化工学院研究生第一、第七党支部联合开展组织生活,386,32.166666666666664
116,2017年青少年高校科学营重庆大学分营召开工作总结暨优秀工作者表彰大会,423,35.25
117,校党委理论学习中心组专题学习党的十九大报告,1907,100.0
118,先进技术研究院组织召开装备资质建设专家指导会,688,57.333333333333336
119,生物工程学院召开教职工大会传达学习贯彻党的十九大精神,445,37.083333333333336
120,电气工程学院党委理论学习中心组集体学习十九大报告,323,26.916666666666668
121,重庆大学离退休党委虎溪二支部学十九大安排下阶段工作,488,40.666666666666664
122,步入新时代 扬帆再起航,449,37.416666666666664
123,学习十九大 奋进新时代,450,37.5
124,软件学院新生篮球赛进行第二轮初赛,268,22.333333333333332
125,土木工程学院顺利召开学习党的十九大精神党委中心组（扩大）学习会,269,22.416666666666668
126,我校教授主编的国家行业标准《现浇X形桩复合地基技术规程》出版发行,364,30.333333333333332
127,建管学院2017迎新晚会第一次审核顺利进行,459,38.25
128,科技园办公室党支部集体学习十九大报告，热议十九大精神,286,23.833333333333332
129,高校分析测试中心研究会青年部成立大会暨创新论坛在重庆大学召开,466,38.833333333333336
130,研究生院教职工开展赏秋登山暨重温入党誓词活动,408,34.0
131,辩场英姿再起雄风,474,39.5
132,生物工程学院圆满举办“新时代，新方位，使命呼唤新担当”主题党团活动,399,33.25
133,重庆大学党委书记的思政课：为学生传达党的十九大精神,1548,100.0
134,校党委副书记、纪委书记陶举虎一行调研校办产业党风廉政建设工作,460,38.333333333333336
135,动力工程学院师生党员集体学习十九大报告,280,23.333333333333332
136,生命科学学院举办消防安全和实验室安全讲座,571,47.583333333333336
137,新闻学院名誉院长参加亚洲舆论调查会议,535,44.583333333333336
138,动力工程学院2016级学生燃机发电厂专业认知实习,551,45.916666666666664
139,重庆市第五届大学生艺术展舞蹈专场在重庆大学举行,1184,98.66666666666667
140,校党委副书记、纪委书记陶举虎为纪委办党支部讲学习贯彻党的十九大精神主题微党课,595,49.583333333333336
141,担当青春使命 助力魅力绿春,428,35.666666666666664
142,药学院举行“十九大精神”辅导报告会,277,23.083333333333332
143,重大计算机学院新生杯篮球赛小组赛第二轮,387,32.25
144,“喜迎十九大 共筑中国梦”五院联合主题团日活动,395,32.916666666666664
145,“喜迎十九大 共筑中国梦”五院联合主题团日活动,401,33.416666666666664
146,经管学院深入贯彻学习十九大精神党团活动顺利举行,365,30.416666666666668
147,经管学院研团委、研会第一学期月度总结大会顺利举行,442,36.833333333333336
148,土木学院2015级本科生十九大精神学习及安全教育大会,340,28.333333333333332
149,重庆大学召开2018届毕业生秋季双选会,441,36.75
150,再辩生威 勇争最强,281,23.416666666666668
151,软件学院举行本科2015级暑假分享会之竞赛分享,316,26.333333333333332
152,软件学院本科2015级暑期分享会之实习篇,293,24.416666666666668
153,软件学院举行新生篮球赛小组赛第三场,373,31.083333333333332
154,沐浴阳光 亲近自然 马克思主义学院分工会组织秋游活动,513,42.75
155,汽车工程学院开展新闻稿教学活动,685,57.083333333333336
156,继续教育学院2017秋季趣味运动会隆重开幕,321,26.75
157,挥洒热血青春 备战迎新晚会,447,37.25
158,继续教育学院秋季趣味运动会在欢乐中开赛,264,22.0
159,经管学院邀请事务所高级合伙人召开专题讲座活动,422,35.166666666666664
160,经管学院组织2017级MPAcc班参观校外企业,335,27.916666666666668
161,动力工程学院研团委开展“缅怀先烈，不忘初心”户外素质拓展活动,293,24.416666666666668
162,动力工程学院联合经济与工商管理学院举办“旗帜高扬，开启新时代伟大征程——深入学习宣传贯彻党的十九大精神”主题党团活动,258,21.5
163,重庆大学“土木杯”足球赛B2对战B3,267,22.25
164,重庆大学土木工程学院通讯社举行第二次社团大会,323,26.916666666666668
165,土木杯足球赛A2对阵A3队,258,21.5
166,重庆大学“土木杯”足球赛A1队对阵A4队,268,22.333333333333332
167,土木足球赛A3战队对战A4战队,275,22.916666666666668
168,机械工程学院助力重庆大学2018届毕业生秋季双选会,409,34.083333333333336
169,图协举行2017级会员第二次制图培训,462,38.5
170,与书为友 口才在交流中进步,462,38.5
171,炬心传橙 传递爱心,398,33.166666666666664
172,土木工程学院举行第一轮新生辩论赛,422,35.166666666666664
173,重庆大学助力绿春脱贫攻坚 品牌推广大赛复赛落幕,1135,94.58333333333333
174,校常务副书记张宗益参加电气工程学院本科生四支部组织生活并讲党课,460,38.333333333333336
175,重庆大学2016级优异生会在虎溪举行,1130,94.16666666666667
176,第八届SuDBE国际会议与IEHB学术年会在渝开幕,2139,100.0
177,重庆大学与英国贝尔法斯特女王大学签署合作办学意向协议书,1687,100.0
178,弘深学院召开十九大精神专题学习会,403,33.583333333333336
179,光电工程学院开展党“系”我心主题党日活动,500,41.666666666666664
180,星期日讲座：邓飞副研究员讲占卜断疑的甲骨文,807,67.25
181,秋季求职大片今日上映,401,33.416666666666664
182,重庆大学参加2017年中国大学生计算机设计大赛获佳绩,1138,94.83333333333333
183,软件学院进行新生篮球赛半决赛,399,33.25
184,爱心与教育的传递,370,30.833333333333332
185,群雄逐鹿 球场争胜,352,29.333333333333332
186,凝聚集体 争为表率,355,29.583333333333332
187,用匠人之心造就海报之美,579,48.25
188,青春正当时 诗酒趁年华,593,49.416666666666664
189,沧海横流显砥柱 完善磅礴看主峰,519,43.25
190,董天策、郭小安参加第十届公关广告国际学术论坛（10th PRAD）,475,39.583333333333336
191,航空航天学院召开2016级本科生专业分流工作动员会,539,44.916666666666664
192,我校举办“第三届钒钛微合金化高强钢开发应用技术暨第四届钒产业先进技术交流会”,501,41.75
193,英国贝尔法斯特女王大学副校长一行做客重庆大学并举办宣讲会,469,39.083333333333336
194,重庆大学举行2018届毕业生秋季双选会,4681,100.0
195,航空航天学院举行2017级新生辩论赛第二场,550,45.833333333333336
196,重庆大学图书馆前沿研究高级访问馆员计划正式起航,555,46.25
197,计算机学院办公室党支部召开十九大报告和系列讲话学习交流会,368,30.666666666666668
198,重庆大学缙云论坛举办“如何培养写作能力”读书沙龙,355,29.583333333333332
199,张保胜讲印度古代数论哲学：《金七十论》浅说,1441,100.0
200,我校生物工程学院学生在第一届全国大学生生命科学竞赛中荣获一等奖,1192,99.33333333333333
201,第十届中国新闻学年会在渝召开,339,28.25
202,2017年三季度退休人员重大疾病医疗帮困基金补助审核会助困济危,410,34.166666666666664
203,新闻学院教工支部开展组织生活会，学习十九大报告,590,49.166666666666664
204,党委党校顺利举办第三十五期入党积极分子培训班入学考试,489,40.75
205,《中国教育报》报道重庆大学“双一流”建设,3751,100.0
206,重庆大学学生核学会成立,372,31.0
207,动力工程学院院领导带队走访成都校友,377,31.416666666666668
208,材料学院举办“深入学习党的十九大精神”党团活动,273,22.75
209,球场雄风，邀你共睹,307,25.583333333333332
210,土木易班工作站“网薪换物”活动,410,34.166666666666664
211,16级土木工程学院开展晨曦计划启动仪式,334,27.833333333333332
212,慷慨陈词抒己论，唇枪舌战决弈时,382,31.833333333333332
213,建管学院新生杯篮球赛财管VS造价顺利举行,342,28.5
214,妙语如珠 才辩无双,606,50.5
215,经管学院2017级新生辩论赛圆满落幕,553,46.083333333333336
216,辩论精彩而起 谁能决赛问鼎,535,44.583333333333336
217,法律援助进新鸣反邪教情景剧表演活动顺利完成,426,35.5
218,让汗水挥洒赛场 任青春洋溢风中,366,30.5
219,机械工程学院党委检查学院各党支部组织生活开展情况,448,37.333333333333336
220,重庆大学2017-2018学年第一次学生社团交流会,482,40.166666666666664
221,团结一心不畏难，众志成城勇争先,354,29.5
222,努力“乒”出梦想，健康“羽”你同行,657,54.75
223,重庆大学大学生创业基地获批重庆市大学生创业示范基地,1148,95.66666666666667
224,机械工程学院召开党委中心组扩大会议学习十九大精神,320,26.666666666666668
225,校领导为二级纪委书记作学习贯彻党的十九大精神专题辅导报告,732,61.0
226,研究生院（党委研究生工作部）党支部组织党员同志集中观看《榜样》专题片,279,23.25
227,逸夫楼讲座之“欧洲800年音乐穿越之旅”,429,35.75
228,弘深学院举办2017级新生诚信考试动员大会,693,57.75
229,工程学部组团赴北京招聘人才,481,40.083333333333336
230,“羽林”勇争霸 资环展风采 2017“羽林争霸”赛资环学院研究生风采,415,34.583333333333336
231,练就“新闻鼻”与“新闻眼” 新闻写作露出开心颜 马克思主义学院开展新闻写作培训讲座,492,41.0
232,川渝无止聚·诉说无止 无止桥慈善基金十周年分享会,647,53.916666666666664
233,重庆大学科研工作者学习十九大精神,4879,100.0
234,化学化工、数统、物理、药学四院联合活动举行,471,39.25
235,软件学院研团委“旗帜高扬，开启新时代伟大征程,481,40.083333333333336
236,董天策院长参加第十届世界华文传媒与华夏文明国际学术研讨会,338,28.166666666666668
237,机械研究生五支部主题党日活动顺利举办,379,31.583333333333332
238,电气工程学院团学组织举行关于周书记传达十九大精神学生专场报告会的学习交流会,355,29.583333333333332
239,“羽林争霸”羽毛球比赛顺利开赛,567,47.25
240,中国工程院咨询研究项目专家咨询会在重庆大学召开,1213,100.0
241,共话十九大 喜迎新时代 重庆大学“两学一做”之“信仰的力量”宣传活动进社区,287,23.916666666666668
242,图书馆党总支开展理论学习中心组学习,349,29.083333333333332
243,民进重庆大学总支召开学习党的十九大精神座谈会,297,24.75
244,积极参与 永不言弃,269,22.416666666666668
245,机械研究生组织举办“不忘初心跟党走”学习交流活动,323,26.916666666666668
246,动力工程学院硕士生党支部集中观看专题片《榜样》,277,23.083333333333332
247,重庆大学“树声”创新创业梦想大讲堂举行,923,76.91666666666667
248,物理学院韩德专和温维佳团队研究成果在《自然∙通讯》发表,1722,100.0
249,Ei Compendex 助力“双一流”建设之EV数据库研讨会顺利召开,533,44.416666666666664
250,我校刘玉菲教授受邀参加中英石墨烯标准化合作工作组会议,1108,92.33333333333333
251,IWA可持续废水处理和资源回用国际会议在渝开幕,1767,100.0
252,图书馆学科馆员为SRTP申报辅导提供嵌入式学科服务,462,38.5
253,重庆大学参加中俄“长江—伏尔加河”高校联盟智库论坛,1048,87.33333333333333
254,明发展 定方向,495,41.25
255,SQIP“书途同归”项目组工作讨论会顺利开展,403,33.583333333333336
256,十九大精神进小学,1237,100.0
257,重大“土木杯”篮球赛,343,28.583333333333332
258,经管学院第27期经管论坛顺利开展,361,30.083333333333332
259,经管学院应用经济学一支部党日活动圆满举行,296,24.666666666666668
260,法学院黄锡生教授领衔起草的广安市首部地方性法规即将施行,426,35.5
261,2017年研究生“羽林争霸赛”,355,29.583333333333332
262,我校青年学生代表参加学习贯彻党的十九大精神中央宣讲团报告会,919,76.58333333333333
263,计算机学院办公室党支部开展消防安全教育活动,353,29.416666666666668
264,机械工程学院研究生一支部主题党日活动成功举办,315,26.25
265,计算机学院开展2017年消防安全知识讲座,317,26.416666666666668
266,加拿大皇家科学院、工程院两院院士Ned Djilali教授做客工程科学前沿讲坛,544,45.333333333333336
267,重庆大学励行志愿者协会“善行100温暖行动”,436,36.333333333333336
268,继续教育学院3D培训中心举办学生心理健康教育课,289,24.083333333333332
269,继续教育学院3D培训中心开展就业技巧培训活动,246,20.5
270,青年担当，强健体魄—研究生八班趣味运动会成功举办,597,49.75
271,资环学院党支部组织党员同志观看《榜样》专题片,292,24.333333333333332
272,资环学院组织召开保密常识教育培训会,286,23.833333333333332
273,第九届全国大学生房地产策划大赛暨首届全国大学生房地产专业能力大赛西南赛区复赛顺利进行,676,56.333333333333336
274,【榜样的力量】黄宇桥：保持一颗平常心,1359,100.0
275,建管学院举行“金秋杯”辩论大赛暨研究生辩论队选拔赛,300,25.0
276,建管学院举行研究生主题党团活动,354,29.5
277,不忘初心，牢记使命——深入学习贯彻党的十九大会议精神,2714,100.0
278,蒲公英义工社探访九龙坡区金凤敬老院,463,38.583333333333336
279,继续教育学院团委学生会文体部召开工作例会,258,21.5
280,继续教育学院团委组织学习共青团工作考核细则,687,57.25
281,材料学院举行“镁化杯”篮球赛,284,23.666666666666668
282,继教学院3D培训中心毕业生就业面试模拟活动顺利开展,258,21.5
283,回顾十九大 学生干部跟党走,549,45.75
284,土木杯足球赛A2联队对阵B3联队,271,22.583333333333332
285,《中国日报》对重庆大学-辛辛那提大学联合学院进行报道,479,39.916666666666664
286,光电学院赴重庆市计量质量检测研究院调研,879,73.25
287,不忘初心 牢记使命,618,51.5
288,重庆市大学生“爱我国防”主题演讲比赛决赛暨颁奖典礼在我校举行,1947,100.0
289,What to do in four years ？,461,38.416666666666664
290,数学与统计学院组织毕业生支部师生党员交流会,422,35.166666666666664
291,重庆大学举行重庆市大学生“爱我国防”主题演讲比赛,698,58.166666666666664
292,唇枪舌战 谁与争锋,333,27.75
293,软件学院新生篮球赛总决赛,300,25.0
294,九三学社重大委员罗章教授获重庆市政协理论研究会优秀论文一等奖,608,50.666666666666664
295,重庆大学举办“党的十九大精神”党支部书记专题学习会,923,76.91666666666667
296,万山红遍看夕阳,383,31.916666666666668
297,党的十九大精神学习宣讲报告走进离退休老同志,875,72.91666666666667
298,孔雀西南飞 “‘蓉漂’人才荟—走进重庆”推介会暨双选会在我校举行,864,72.0
299,重庆大学举办《何鲁书法集》首发仪式暨何鲁诗书艺术展、纪念何鲁诞辰123周年生平图片展,1689,100.0
300,计算机学院开展2017年秋季登山活动,361,30.083333333333332
301,不忘初心跟党走 学“习”阵地做先锋,326,27.166666666666668
302,重庆大学团校举行2017年秋季学期开学典礼 暨学习贯彻党的十九大精神报告会,631,52.583333333333336
303,重庆大学成立青年宣讲团 多层次多维度学习传达十九大精神,1138,94.83333333333333
304,学校教学督导组召开完善“以学生为中心的质量保障体系”工作研讨会,668,55.666666666666664
305,Here With You,332,27.666666666666668
306,党委常委会召开2017年第44次会议,436,36.333333333333336
307,经管学院辩论队初战告捷,405,33.75
308,重庆大学社区办和葆力集团联合举行2017年消防暨反恐防爆演练,351,29.25
309,重庆大学SQIP项目办召开第九批项目指导教师培训交流会,504,42.0
310,重庆大学2017年教职工羽毛球比赛圆满收官,634,52.833333333333336
311,原原本本学习十九大报告 扎扎实实立足教书育人,410,34.166666666666664
312,资环学院召开学习十九大精神理论宣讲专题学习会,460,38.333333333333336
313,经管学院启动学生党支部支委工作培训,421,35.083333333333336
314,第七届大学生节能减排科技竞赛启动,359,29.916666666666668
315,重大创客 科创绿春未来,446,37.166666666666664
316,测绘工程研究所学习十九大精神报告,307,25.583333333333332
317,土木工程学院建筑图学研究所召开学习习总书记在中国共产党第十九次代表大会开幕式上的工作报告专题会议,304,25.333333333333332
318,天职国际重庆分所所长莅临经管学院,683,56.916666666666664
319,重庆大学金融协会举行第二十一期菁英交流会,371,30.916666666666668
320,比萨圣安娜大学访问学生与我院学子开展交流活动,489,40.75
321,带着焦虑思考 带着激情出发,250,20.833333333333332
322,晚来天欲雪 莫如吃饺子,378,31.5
323,动力工程学院2017级全体同学参观两江燃机发电厂,834,69.5
324,弘扬党的优良作风 保持清正廉洁,433,36.083333333333336
325,重庆大学举行2017年研究生“羽林争霸”赛,474,39.5
326,生工系教师一、二支部赴邱少云烈士纪念馆缅怀先烈 重温入党誓词,353,29.416666666666668
327,经管学院举行安全检查培训会,352,29.333333333333332
328,继续教育学院3D培训中心组织动漫技术分享活动,268,22.333333333333332
329,挥洒汗水 奋勇“经”秋,326,27.166666666666668
330,经管学院进行“经秋杯”篮球赛第二场循环赛,332,27.666666666666668
331,经管学院青协开展“爱心军服”活动,297,24.75
332,旗帜高扬 开启新时代伟大征程,304,25.333333333333332
333,经管学院举行班歌班旗大赛暨新生十佳网络班级复赛,537,44.75
334,2017年第六届理科杯篮球赛顺利闭幕,367,30.583333333333332
335,计算机学院预备党员答辩大会,352,29.333333333333332
336,重庆大学学生创新创业团队喜获全国大学生“小平科技创新团队”荣誉称号,699,58.25
337,应用技术学院举办对话一线教师专题讲座,262,21.833333333333332
338,追寻小平足迹 感受伟人魅力,325,27.083333333333332
339,半决赛尘埃落定 总决赛一触即发,251,20.916666666666668
340,逐梦新起点 团学伴你行,217,18.083333333333332
341,法学院宣传部第三次部门例会顺利召开,295,24.583333333333332
342,法学院2017级新生辩论赛初赛第二场顺利举行,491,40.916666666666664
343,青年明司法之公正 启兹树治国之决心,235,19.583333333333332
344,法学院2017级主持人选拔大赛顺利举行,267,22.25
345,五彩石志愿者培训活动顺利举行,289,24.083333333333332
346,法学院2017级新生辩论赛初赛第三场顺利举行,844,70.33333333333333
347,“汉驭钢构”吴刚总裁——企业管理悟道之“读史明智”报告会,715,59.583333333333336
348,“汉驭钢构——创客土木”基金签约仪式在土木工程学院举行,797,66.41666666666667
349,建管学院易班大讲堂圆满结束,341,28.416666666666668
350,土木工程学院院机关办公室 召开十九大报告学习交流会,306,25.5
351,建管学院“新生杯”篮球赛小组赛顺利开展,274,22.833333333333332
352,重庆大学法学院研究生羽毛球队勇夺校 “羽林争霸”羽毛球比赛团体亚军,353,29.416666666666668
353,球场争锋 旋律不止,279,23.25
354,建管学院迎新晚会房管财管节目二审顺利进行,365,30.416666666666668
355,热血与激情 你我正当时,471,39.25
356,学校召开中共重庆大学第十三届委员会第四次全体会议,2455,100.0
357,学校召开二级党组织书记例会,1271,100.0
358,重庆大学退休教职工学习十九大精神开展“不忘初心做合格党员”主题党日活动,572,47.666666666666664
359,第十一届中国产学研合作创新大会举行 我校两项成果荣获一等奖,2629,100.0
360,计算机学院本科二支部开展十九大学习交流会,368,30.666666666666668
361,重庆大学工程学科突破ESI 前1‰、临床医学首次进入前1%,3483,100.0
362,资环学院组织观看保密宣传教育片,791,65.91666666666667
363,2017全国建筑类高校首届本科生创新论坛开幕,793,66.08333333333333
364,公共管理学院党委组织教职工学习十九大报告,302,25.166666666666668
365,中国科学院聂超群研究员做客工程科学前沿讲坛,865,72.08333333333333
366,重庆大学-辛辛那提大学联合学院组织参加美国心脏协会（AHA）急救培训,499,41.583333333333336
367,重庆大学举办“青春喜庆十九大，怦然心动嘉年华”2017年研究生联谊舞会,746,62.166666666666664
368,外国语学院组织全院教职工集中学习十九大精神报告,447,37.25
369,工业CT无损检测教育部工程研究中心 2017年度技术委员会会议在重庆大学召开,757,63.083333333333336
370,重庆大学叶怀宇研究员荣获CASA第三代半导体“卓越创新青年”,1542,100.0
371,周绪红校长带队调研学校医学学科建设,5208,100.0
372,校领导率队赴中国工程物理研究院推进交流合作,1724,100.0
373,建管学院迎新晚会第二轮审核顺利进行,317,26.416666666666668
374,篮球 掌心跳跃的青春,305,25.416666666666668
375,生物、应技、机械、汽车四院研究生联谊活动圆满落幕,332,27.666666666666668
376,化院第六届“心理健康活动月”正式开幕,433,36.083333333333336
377,化院成长成才服务中心成立仪式召开,338,28.166666666666668
378,2017年重庆大学研究生羽毛球联赛圆满收官,804,67.0
379,重庆大学法学院2017年度保研分享会举行,438,36.5
380,雄论于辩场，涅槃于今朝,489,40.75
381,土木工程学院学生会班服大赛活动,512,42.666666666666664
382,以我经历 助你成长,350,29.166666666666668
383,2017“土木杯”结束,305,25.416666666666668
384,土木杯篮球总决赛,256,21.333333333333332
385,光电学院记者站迎新交流会,352,29.333333333333332
386,马克思主义学院第一次团员代表大会顺利召开,525,43.75
387,群雄逐鹿 谁主篮坛,325,27.083333333333332
388,数学与统计学院党委书记秦岚为全院师生员工讲党课,624,52.0
389,【榜样的力量】罗玥宽：发明是一件水到渠成的事,2621,100.0
390,重庆大学出版社组织学习十九大报告,395,32.916666666666664
391,新闻学院三位师生参加2017中国传播学论坛,442,36.833333333333336
392,动力工程学院举办虎溪趣味运动会,374,31.166666666666668
393,建管学院举行菁英讲堂第一期,337,28.083333333333332
