tags,hits,count,hits_grade
Shoesmith教授,224,1,11.2
检查组,224,1,11.2
基金申请,224,1,11.2
农业农村部,224,1,11.2
前沿,224,1,11.2
Intel,224,1,11.2
简史编撰,224,1,11.2
专题系列讲座,224,1,11.2
信息,896,4,11.2
易班大讲堂,224,1,11.2
规划馆,224,1,11.2
重庆高校期刊,224,1,11.2
渝刊发展,224,1,11.2
腐蚀与防护,224,1,11.2
风工程,449,2,11.225
学生干部,1123,5,11.23
重阳节,2696,12,11.233333333333333
师生见面会,674,3,11.233333333333333
MDT研讨会,225,1,11.25
区域协作,225,1,11.25
工作布置,225,1,11.25
授课,450,2,11.25
远程会诊,225,1,11.25
心理普测,675,3,11.25
房管处,225,1,11.25
拆迁安置,225,1,11.25
科普展览,225,1,11.25
线上组织生活会,675,3,11.25
深圳房产,225,1,11.25
光协,225,1,11.25
电子设计大赛,225,1,11.25
高水平,225,1,11.25
河南理工大学,451,2,11.275
先进集体,451,2,11.275
研就协,451,2,11.275
民主评议,1129,5,11.29
工作总结会议,226,1,11.3
消防培训,226,1,11.3
广州南沙,226,1,11.3
第二指导组,226,1,11.3
扎根基层,226,1,11.3
技能培训,678,3,11.3
留守,226,1,11.3
赴习水,226,1,11.3
指南,226,1,11.3
第三党支部,452,2,11.3
机械工程学院；2019级；新生入学教育；,226,1,11.3
读者沙龙,226,1,11.3
体育学院党员,226,1,11.3
晚自习活动,226,1,11.3
英语培训,226,1,11.3
第19届,226,1,11.3
卢作孚,453,2,11.325
混凝土,453,2,11.325
记者,453,2,11.325
党建引领,453,2,11.325
传播,2950,13,11.346153846153847
广州,227,1,11.35
辅导员培训,227,1,11.35
博士党支部,227,1,11.35
疫情抗击,227,1,11.35
全英文教学,227,1,11.35
追寻红色记忆,227,1,11.35
重大精神,227,1,11.35
重大味道,227,1,11.35
爱尔兰高校,227,1,11.35
第十三届,227,1,11.35
传承革命精神,227,1,11.35
新冠疫情,227,1,11.35
多彩生活,227,1,11.35
机械学子,227,1,11.35
勇攀高峰,227,1,11.35
应届毕业生,227,1,11.35
集中研讨,227,1,11.35
城市建设与环境工程学院,455,2,11.375
急救知识,683,3,11.383333333333333
顺利召开,2049,9,11.383333333333333
健康科普,228,1,11.4
筛选,456,2,11.4
成都故事档案馆,228,1,11.4
金庸,228,1,11.4
宣教频道,228,1,11.4
祭扫,228,1,11.4
读书分享会,228,1,11.4
纳新活动,456,2,11.4
勤学业,228,1,11.4
国家安全观,228,1,11.4
十七周年,228,1,11.4
美国德州大学,228,1,11.4
高中,228,1,11.4
耐劳苦,228,1,11.4
企业实践,228,1,11.4
爱国家,228,1,11.4
MRI应用,228,1,11.4
继教,228,1,11.4
烈士墓,228,1,11.4
尚俭朴,228,1,11.4
科技创新人才政策,228,1,11.4
媒体,1828,8,11.425
研究生一班,229,1,11.45
第一次年级班委会,229,1,11.45
爱国教育,458,2,11.45
新生年级大会,229,1,11.45
三审,458,2,11.45
大连理工大学伊廷华教授,229,1,11.45
我是土木人刘子元专访,229,1,11.45
FPGA,458,2,11.45
Innovate,458,2,11.45
中央美术学院,459,2,11.475
争夺赛,230,1,11.5
中国工程院院士,230,1,11.5
福安药业,230,1,11.5
气象日,230,1,11.5
区域链技术,230,1,11.5
重庆大学第九届创新创业大赛,230,1,11.5
助学圆梦,230,1,11.5
中国宏观经济管理教育学会,230,1,11.5
动力工程学院纪委召开会议,230,1,11.5
国家出版基金资助项目《改革开放40周年•大国议题丛书》出版座谈会在京举行,230,1,11.5
圆满举办,230,1,11.5
校友交流座谈会,230,1,11.5
低品位能源利用技术,230,1,11.5
社区办,2992,13,11.507692307692308
后勤管理处,692,3,11.533333333333333
雷锋月,231,1,11.55
研究生足球赛,231,1,11.55
九秩重大,231,1,11.55
Tien-Chien,231,1,11.55
安保动员,231,1,11.55
吴宏伟,231,1,11.55
南非约翰内斯堡大学,231,1,11.55
博士论文答辩,231,1,11.55
书法国画展,231,1,11.55
摩天楼,231,1,11.55
香港访学,693,3,11.55
学术大会,231,1,11.55
国际地下空间,231,1,11.55
团中央青年讲师团,231,1,11.55
谱写华章,231,1,11.55
Jen,231,1,11.55
国家教育行政学院,231,1,11.55
助学,231,1,11.55
科学发展研究院,231,1,11.55
虎溪联队,231,1,11.55
支教,3006,13,11.561538461538461
产业党委,3238,14,11.564285714285713
开展调研,232,1,11.6
电工学研究会,232,1,11.6
华北科技学院,232,1,11.6
校工会领导,232,1,11.6
趣味K歌赛,232,1,11.6
班风班情,232,1,11.6
展览馆,232,1,11.6
理事长,232,1,11.6
药品健康知识,232,1,11.6
少数民族学生,464,2,11.6
老区,232,1,11.6
现代农业,232,1,11.6
班风班情展,232,1,11.6
三农问题,232,1,11.6
移动应用,232,1,11.6
联合培养基地,232,1,11.6
新闻奖,464,2,11.6
在线学习,232,1,11.6
脱贫攻坚战,232,1,11.6
暑期社会实践,1161,5,11.61
吉林大学,697,3,11.616666666666667
训练营,1162,5,11.62
夏威夷大学,233,1,11.65
雅思托福,233,1,11.65
策略,233,1,11.65
国家级实验教学中心,233,1,11.65
中交一公局,233,1,11.65
三支部,233,1,11.65
新住宅,233,1,11.65
指数,233,1,11.65
2019年度学术委员会议,233,1,11.65
技术系,233,1,11.65
瑞士访学,233,1,11.65
马列经典,233,1,11.65
虎溪管委会,233,1,11.65
风险,233,1,11.65
模拟考试,467,2,11.675
通识教育课程,467,2,11.675
中建八局,467,2,11.675
素质,234,1,11.7
综测,234,1,11.7
男篮,234,1,11.7
科之杰,234,1,11.7
研究生联合培养基地,234,1,11.7
学院生物,234,1,11.7
社科处,468,2,11.7
诚信教育,234,1,11.7
退休教师,468,2,11.7
还款协议,234,1,11.7
校园及实验室安全,234,1,11.7
新生家长交流会,469,2,11.725
改革初心,469,2,11.725
出国,704,3,11.733333333333333
入党积极分子实践教学,235,1,11.75
治国,235,1,11.75
检查工作,235,1,11.75
拍照技巧,235,1,11.75
开发生态,235,1,11.75
运营部,235,1,11.75
积极向上,235,1,11.75
雅思,470,2,11.75
写稿规范,235,1,11.75
决心,235,1,11.75
体外诊断,235,1,11.75
重庆地区高校,235,1,11.75
思想政治工作骨干培训班,235,1,11.75
热情奔放,235,1,11.75
减压工作坊,235,1,11.75
不忘初心牢记使命,942,4,11.775
85级校友,471,2,11.775
校企对接,236,1,11.8
深空中心,236,1,11.8
把职场送进校园,236,1,11.8
自主研发展品,236,1,11.8
四叶草,236,1,11.8
知名校友,236,1,11.8
境外升学,236,1,11.8
中广核,236,1,11.8
救国,236,1,11.8
2020年推免动员大会,236,1,11.8
研究生香港访学,236,1,11.8
入学教育,709,3,11.816666666666668
校办企业,710,3,11.833333333333332
校友会贵州分会筹备会,237,1,11.85
热力八七蓝天优秀人才奖励基金,237,1,11.85
BME创新技术协会,237,1,11.85
中兴,237,1,11.85
学习型学院,237,1,11.85
表演赛,474,2,11.85
花样运动会,237,1,11.85
Mohammad,237,1,11.85
新工科国际工程教育,237,1,11.85
白刚,237,1,11.85
伊朗科曼大学,237,1,11.85
科幻电影,237,1,11.85
第四讲,237,1,11.85
长假,237,1,11.85
毕业派遣,237,1,11.85
公司运行机制,237,1,11.85
漫谈,237,1,11.85
西安工大资产公司,237,1,11.85
上海对外经贸大学,237,1,11.85
抗疫一线,711,3,11.85
京东方,237,1,11.85
技能学习,237,1,11.85
Rahnama教授,237,1,11.85
贵州校友座谈会,237,1,11.85
企业交流,237,1,11.85
入党积极分子,8793,37,11.882432432432433
通信,2854,12,11.891666666666667
爱党,238,1,11.9
团干培训,476,2,11.9
糖尿病,238,1,11.9
观摩实践活动,238,1,11.9
民建重大总支,238,1,11.9
台胞,238,1,11.9
毛泽东,238,1,11.9
30周年,238,1,11.9
重庆中国三峡博物馆,238,1,11.9
计算机学院迎新年晚会,238,1,11.9
和平统一,238,1,11.9
京剧,238,1,11.9
零距离,238,1,11.9
治愈之路,238,1,11.9
天路彩虹,238,1,11.9
社会学中的语文学方法：以葛兰言为开端,238,1,11.9
研究生足球联赛,238,1,11.9
垃圾分类回收,714,3,11.9
职工,476,2,11.9
内分泌,238,1,11.9
新冠肺炎患者,238,1,11.9
全国科普日,953,4,11.9125
军训慰问,716,3,11.933333333333332
世界地球日,716,3,11.933333333333332
本科生一支部,1194,5,11.94
热爱,239,1,11.95
党支部活动,478,2,11.95
上线,239,1,11.95
测控专业实习,239,1,11.95
成果导向,239,1,11.95
生情,239,1,11.95
高扬的旗帜,239,1,11.95
太极功夫,239,1,11.95
五四团日活动,478,2,11.95
参观实践,478,2,11.95
山地城市交通创新实践丛书,239,1,11.95
国际暑期夏令营,239,1,11.95
就业面试,239,1,11.95
宅家微运动,239,1,11.95
第六天,239,1,11.95
重要回信精神,239,1,11.95
管科学院2019级团委学生会换届选举,239,1,11.95
坚持,239,1,11.95
职通讲坛,1674,7,11.957142857142857
民主评议党员,719,3,11.983333333333333
吴恒安,240,1,12.0
实战演练,240,1,12.0
中科大,240,1,12.0
欢迎会,240,1,12.0
习水,240,1,12.0
14级,240,1,12.0
管科团学组织部纳新,240,1,12.0
社会治理与社会工作,240,1,12.0
周年院庆,240,1,12.0
杨雪峰同志,240,1,12.0
牺牲烈士,240,1,12.0
寝室卫生,240,1,12.0
集中学习研讨会,240,1,12.0
师生观看,240,1,12.0
中秋,240,1,12.0
逝世同胞,240,1,12.0
专家进校园,240,1,12.0
学术例会,240,1,12.0
两会学习,240,1,12.0
李芳昱,240,1,12.0
学习阵地,240,1,12.0
邓小平故居,481,2,12.025
外语,481,2,12.025
民主测评,1684,7,12.028571428571428
紧安全之弦,241,1,12.05
教育部能动专业教指委会议,241,1,12.05
民族团结,241,1,12.05
科技论坛,241,1,12.05
求职辅导,241,1,12.05
教育基金会秘书处,241,1,12.05
智能机器人,241,1,12.05
心理辅导,482,2,12.05
全域旅游,241,1,12.05
课题实施方案汇报,241,1,12.05
敲警示之钟,241,1,12.05
党课学习,241,1,12.05
纳新,5064,21,12.057142857142857
成都高新区,242,1,12.1
国家科学技术奖,242,1,12.1
轻应用,242,1,12.1
创新人才培养,242,1,12.1
APP,242,1,12.1
光电学工,242,1,12.1
走进,484,2,12.1
人才培养基地,242,1,12.1
为什么学数学,242,1,12.1
养老服务,242,1,12.1
离休干部,243,1,12.15
古文字,243,1,12.15
大学科技园,243,1,12.15
述职大会,486,2,12.15
结构设计竞赛,486,2,12.15
优路科技,243,1,12.15
营前培训,243,1,12.15
走进社区,243,1,12.15
庆祝改革开放四十周年大会现场直播,243,1,12.15
国庆座谈会,243,1,12.15
教师培训会,243,1,12.15
林同棪国际,243,1,12.15
ASCE协会,243,1,12.15
计算机国家安全,243,1,12.15
出土文献,243,1,12.15
重庆大学诗书画院,243,1,12.15
档案管理,243,1,12.15
生涯定向与行动,243,1,12.15
全国大学生电子设计竞赛,243,1,12.15
科研诚信,730,3,12.166666666666668
本科毕业生,487,2,12.175
建筑年会,487,2,12.175
本科2019级,1219,5,12.19
调查,244,1,12.2
参观实验室,244,1,12.2
风险评估,244,1,12.2
外语学院,244,1,12.2
第二届中华优秀传统文化通识核心课程讲习营,244,1,12.2
宣传普及,244,1,12.2
化工实验竞赛,244,1,12.2
赛八进,244,1,12.2
开学典礼系列活动,244,1,12.2
优路杯,244,1,12.2
磁器,244,1,12.2
精进助学金证书,244,1,12.2
第三名,489,2,12.225
英语角,735,3,12.25
产教合作,245,1,12.25
2019年迎新,245,1,12.25
地月空间,245,1,12.25
趣味年级大会,245,1,12.25
开课仪式,245,1,12.25
法院,245,1,12.25
德水奖学金,245,1,12.25
重庆大学材料学院,245,1,12.25
结业,245,1,12.25
美国乔治华盛顿大学,245,1,12.25
成长,982,4,12.275
重庆历史,492,2,12.3
五四运动100周年,492,2,12.3
就业技巧,246,1,12.3
生物工程学院党委分党校,246,1,12.3
唯爱公益,246,1,12.3
2018年终总结,246,1,12.3
第二届第三次理事会,246,1,12.3
机械,5660,23,12.304347826086955
红岩革命纪念馆,987,4,12.3375
心理普查,247,1,12.35
优秀调查站点,247,1,12.35
可持续建设国际研究中心学术交流会,247,1,12.35
战时中国共产党的贯彻机制,247,1,12.35
研究生十六党支部,247,1,12.35
春季田径运动会女子400米,247,1,12.35
重大抗疫故障,247,1,12.35
2020寒假,247,1,12.35
巡回展,247,1,12.35
校庆90周年,494,2,12.35
库区环境,247,1,12.35
科学宣讲,247,1,12.35
寻找家乡红色印记,247,1,12.35
心协,495,2,12.375
管理,495,2,12.375
辩论,2228,9,12.377777777777778
简历制作,743,3,12.383333333333333
音为爱国,991,4,12.3875
民主测评会,1488,6,12.4
寅初报,248,1,12.4
心迹,248,1,12.4
赴港访学,248,1,12.4
成果展示,248,1,12.4
李洱《应物兄》的‘文学’与‘思想’：‘第三者’理念与德国浪漫派反讽,248,1,12.4
防治工程,248,1,12.4
后勤保障,248,1,12.4
项目汇报,248,1,12.4
年资,248,1,12.4
建管之声歌手大赛,248,1,12.4
起点,496,2,12.4
星辉,248,1,12.4
瑞金,248,1,12.4
院本,248,1,12.4
管理岗位,248,1,12.4
同心战疫,497,2,12.425
特稿,249,1,12.45
全国大学生演讲大赛,249,1,12.45
理科杯篮球赛,747,3,12.45
述职评议,498,2,12.45
荣誉,249,1,12.45
恋爱观·,249,1,12.45
书展,249,1,12.45
上消化道癌,249,1,12.45
Suresh,249,1,12.45
澳大利亚昆士兰大学,249,1,12.45
Bhatia院士,249,1,12.45
信仰,498,2,12.45
实验室安全技能培训,249,1,12.45
驻陕办事处纪念馆,249,1,12.45
复兴民族,748,3,12.466666666666667
家长见面会,1496,6,12.466666666666667
维护心理健康,250,1,12.5
向日葵,250,1,12.5
新生家长见面会,250,1,12.5
消防支队,250,1,12.5
指导交流会,250,1,12.5
逃生体验,250,1,12.5
土木建筑与环境工程,250,1,12.5
建筑环境,250,1,12.5
重庆大学校友会,250,1,12.5
缓解心理压力,250,1,12.5
大学外语教育中心,250,1,12.5
法国马赛癌症研究中心,250,1,12.5
百佳科技期刊,250,1,12.5
王旭书记,250,1,12.5
生态校园,250,1,12.5
三等奖,500,2,12.5
观鸟,250,1,12.5
线上公开教研活动,250,1,12.5
照片展,250,1,12.5
唐仲英爱心协会,250,1,12.5
保研考研,250,1,12.5
绿服,250,1,12.5
材料学院团日活动,250,1,12.5
2019年年会,250,1,12.5
治安,250,1,12.5
法学分会,250,1,12.5
科技查新,250,1,12.5
消防安全,2251,9,12.505555555555556
宣传周,752,3,12.533333333333333
南京大屠杀,251,1,12.55
咨询中心,251,1,12.55
澳门科技大学,502,2,12.55
大学生竞赛,251,1,12.55
重要回信,251,1,12.55
田湾核电,251,1,12.55
汉字,251,1,12.55
以心配音,251,1,12.55
以声绎情,251,1,12.55
第四支部,251,1,12.55
中央厨房,251,1,12.55
留守儿童,502,2,12.55
一体化,251,1,12.55
纪念五四运动,251,1,12.55
学术沙龙,1760,7,12.571428571428571
赴日访学活动,252,1,12.6
好球,252,1,12.6
退转军人,252,1,12.6
理想,252,1,12.6
Laurent,252,1,12.6
创建活动,252,1,12.6
七一活动,252,1,12.6
Tyrer,252,1,12.6
干事,252,1,12.6
生态修复,252,1,12.6
第十届优秀学生之家,252,1,12.6
可持续,252,1,12.6
困惑,252,1,12.6
Mark,252,1,12.6
土木工程专业,252,1,12.6
特色小镇,252,1,12.6
欢送毕业生,252,1,12.6
教学质量中期督查报告会,252,1,12.6
文化传承,252,1,12.6
官清,252,1,12.6
方跃平,252,1,12.6
Lafforgue（洛朗·拉福格）教授,252,1,12.6
小组长,252,1,12.6
2018级本科生,252,1,12.6
花椒,252,1,12.6
体育学院,11098,44,12.611363636363635
唐协,757,3,12.616666666666667
革命,505,2,12.625
消防演练,1011,4,12.6375
领导视察,253,1,12.65
强国梦,253,1,12.65
云阳,253,1,12.65
读书伴我成长,253,1,12.65
宿舍建设,253,1,12.65
南召,253,1,12.65
给排水,253,1,12.65
自然资源学会,253,1,12.65
资源法学专业委员会,253,1,12.65
七一表彰,2531,10,12.655
面试技巧,760,3,12.666666666666668
高研院,1267,5,12.67
政治理论,1523,6,12.691666666666668
重庆市党风廉政教育基地,254,1,12.7
第七建筑城规学院,254,1,12.7
职业生涯规划大赛,254,1,12.7
创新技术,254,1,12.7
捐赠防疫物资,254,1,12.7
广西大学,254,1,12.7
莅临指导,254,1,12.7
激活,254,1,12.7
新闻写作指导讲座,254,1,12.7
小学生,254,1,12.7
军工单位,508,2,12.7
赵跃宇,254,1,12.7
十九大精神培训班,254,1,12.7
中国航空科技集团,254,1,12.7
反腐倡廉,254,1,12.7
法学,508,2,12.7
春游敬老,254,1,12.7
研究生党支部评选,254,1,12.7
联赛,1018,4,12.725
敬老,255,1,12.75
革命史,255,1,12.75
Merton教授,255,1,12.75
所向披靡,255,1,12.75
团体双冠,255,1,12.75
党校实践活动,255,1,12.75
研究生二支部,255,1,12.75
就业分享会,510,2,12.75
心理安全员,255,1,12.75
研团委学生会,510,2,12.75
西南大学西塔学院,255,1,12.75
线上学习,510,2,12.75
势如破竹,255,1,12.75
新老交流,255,1,12.75
Robert,255,1,12.75
建系40周年,255,1,12.75
夺华西赛区,255,1,12.75
斯坦福大学,255,1,12.75
重大网球队,255,1,12.75
企业家年会,255,1,12.75
学习营,255,1,12.75
建筑材料工程系,255,1,12.75
高级工商管理,255,1,12.75
棋牌赛,255,1,12.75
尚阅斋,2297,9,12.761111111111111
密苏里大学,511,2,12.775
离退休工作处,1535,6,12.791666666666668
冬日心语,256,1,12.8
Richardson教授,256,1,12.8
走进建新,256,1,12.8
大数据与软件学院本科2016级,256,1,12.8
工程制图,256,1,12.8
2019级新生辩论赛冠军赛,256,1,12.8
手语操,3338,13,12.838461538461537
工程教育,257,1,12.85
英才大会,257,1,12.85
素养,257,1,12.85
重大抗疫故事分享,257,1,12.85
【文字斋讲座】第一百讲——五四：文明自觉还是文化自觉,257,1,12.85
柳青,257,1,12.85
教师发展与教学能力提升,257,1,12.85
专业软件培训,257,1,12.85
《柳青传》,257,1,12.85
改革开放40周年大会,257,1,12.85
两会知识,257,1,12.85
组织,2057,8,12.85625
2017级,772,3,12.866666666666665
党委会,1545,6,12.875
愚公爱心志愿者协会召开动员大会,258,1,12.9
全国创业孵化示范基地,258,1,12.9
炬心主题党日活动,258,1,12.9
建党节,258,1,12.9
理想新篇,258,1,12.9
九十周年,516,2,12.9
巴蜀材人,258,1,12.9
湛江,258,1,12.9
机械研究生二支部,258,1,12.9
地灾防治,258,1,12.9
动力工程学院&经济与工商管理学院,258,1,12.9
暑期开放日,516,2,12.9
专项奖,258,1,12.9
青春飞扬,516,2,12.9
上海图书馆,258,1,12.9
地质队,258,1,12.9
宝钢,258,1,12.9
文体部,258,1,12.9
革命先烈,258,1,12.9
社团大会,1032,4,12.9
牢记使命主题党日活动,258,1,12.9
团组,259,1,12.95
面试演练,259,1,12.95
研究生第七党支部,259,1,12.95
词典,259,1,12.95
情系江城,259,1,12.95
校园选拔赛,259,1,12.95
【文字斋讲座】第九十九讲：从认知符号,259,1,12.95
建筑工程制图,259,1,12.95
指导联系,259,1,12.95
市总工会,259,1,12.95
考试技巧,259,1,12.95
马克思诞辰200周年,259,1,12.95
党建协作暨党员挂职锻炼启动仪式,259,1,12.95
图卢兹大学,259,1,12.95
中国电信重庆沙坪坝分公司党委,259,1,12.95
重庆市专题培训,259,1,12.95
成人高等教育,259,1,12.95
语汇,259,1,12.95
从严,259,1,12.95
无领导小组,259,1,12.95
公关,259,1,12.95
首届能源•智慧•未来全国大学生创新创业大赛,259,1,12.95
OWL知识本体到计算机词典编纂系统,259,1,12.95
以案四说,259,1,12.95
廉洁,259,1,12.95
基层训练营,259,1,12.95
政治理论学习,1297,5,12.97
留学,1816,7,12.971428571428573
时代先锋大讲堂,519,2,12.975
暑期实习,1038,4,12.975
博物馆,779,3,12.983333333333334
星星诗会,260,1,13.0
关系,260,1,13.0
职业领航训练,260,1,13.0
开幕,260,1,13.0
通识课程教学,260,1,13.0
寻声社团,260,1,13.0
机智杯辩论赛,260,1,13.0
10周年,260,1,13.0
小实验大科学,260,1,13.0
社团培训,260,1,13.0
Science；DOAJ收录,260,1,13.0
人际交流,260,1,13.0
同学聚会,260,1,13.0
无领导小组讨论指导,260,1,13.0
环境学院,6240,24,13.0
绩效评估,521,2,13.025
学生专辑,261,1,13.05
建设发展,261,1,13.05
党员发展对象培训大会,261,1,13.05
幸福马上来,261,1,13.05
专家座谈,261,1,13.05
野外科学观测站,261,1,13.05
邱澎生,261,1,13.05
管科学院2019级,261,1,13.05
华语辩论赛,261,1,13.05
研究生开学典礼暨导师见面会,261,1,13.05
勇夺冠军,261,1,13.05
机械传动国家重点实验室,522,2,13.05
生态环保前沿科技学术报告会,261,1,13.05
网络安全宣传周,1046,4,13.075
发展对象,523,2,13.075
一心家杯,785,3,13.083333333333336
新生见面会,1047,4,13.0875
教师培训,524,2,13.1
电工学课程教学竞赛,262,1,13.1
重温革命历史,262,1,13.1
学习红岩精神,262,1,13.1
联合团日活动,262,1,13.1
计算传播学,262,1,13.1
GIS,262,1,13.1
推进工作会,262,1,13.1
青年科学家,262,1,13.1
党组织生活会,1310,5,13.1
匠人,262,1,13.1
四川重庆赛区选拔赛,262,1,13.1
一线,262,1,13.1
工作检查,262,1,13.1
改造建设工程,262,1,13.1
新媒体产业,262,1,13.1
学生工作调研,262,1,13.1
心理培训,262,1,13.1
比亚迪,262,1,13.1
引领计划,262,1,13.1
地下工程,262,1,13.1
遥感大数据防灾减灾会议,262,1,13.1
感恩,787,3,13.116666666666665
资源与安全学院,1312,5,13.12
重庆大学研究生,525,2,13.125
缅怀先烈,525,2,13.125
资产公司,1838,7,13.128571428571426
天文台,263,1,13.15
3+2合作项目,263,1,13.15
国防工业出版社,263,1,13.15
教学秩序,263,1,13.15
名企加油站,1052,4,13.15
第三支部,789,3,13.15
美国伊利诺伊大学厄巴纳香槟分校,263,1,13.15
刘庆忠,263,1,13.15
结构工程,263,1,13.15
文字斋讲座,2110,8,13.1875
电影学院,1055,4,13.1875
参加,264,1,13.2
艺术教育成果汇报演出,264,1,13.2
新时代高校艺术教育工作研讨会,264,1,13.2
2018级纳新大会,264,1,13.2
浅山风景区,264,1,13.2
语言,528,2,13.2
回访交流,264,1,13.2
热火朝天,264,1,13.2
系统建构,264,1,13.2
园林水系,264,1,13.2
硕士答辩,264,1,13.2
围棋比赛,264,1,13.2
机械研团会,264,1,13.2
超重力,264,1,13.2
走向世界,264,1,13.2
韦华,264,1,13.2
党员先进性,264,1,13.2
结业答辩,793,3,13.216666666666665
迎新,5290,20,13.225
党员会议,529,2,13.225
手绘山城老建筑,265,1,13.25
蔡焕堂博士,265,1,13.25
工程科学前沿论坛,265,1,13.25
见证,265,1,13.25
实习实训,265,1,13.25
在线,265,1,13.25
全心,265,1,13.25
中国数字经济百人会,265,1,13.25
湖北丹江口,265,1,13.25
基建工作,265,1,13.25
养老院,265,1,13.25
欧阳桦,265,1,13.25
投稿,265,1,13.25
汽车工程学院,4773,18,13.258333333333335
PPT演讲大赛,531,2,13.275
重庆大学科学营,4253,16,13.290625
重庆银行,266,1,13.3
化院团委学生会,266,1,13.3
防范,266,1,13.3
小分队,266,1,13.3
反恐宣传,266,1,13.3
救护,266,1,13.3
团校开班,266,1,13.3
生物质,267,1,13.35
网络教学,267,1,13.35
土木工程学会,267,1,13.35
交流年会,267,1,13.35
国际学院,267,1,13.35
第七届研究生编程大赛,267,1,13.35
科幻联合征文大赛,267,1,13.35
书法课,267,1,13.35
ASCE,267,1,13.35
大家庭,534,2,13.35
2019级新生,267,1,13.35
中秋慰问活动,267,1,13.35
展览,801,3,13.35
特色组织生活,802,3,13.366666666666665
参观学习,802,3,13.366666666666665
组织观看,535,2,13.375
李德威,535,2,13.375
动漫,268,1,13.4
调研团,268,1,13.4
工设一班,268,1,13.4
学业导师,268,1,13.4
开展讲座,268,1,13.4
泸县,268,1,13.4
阅读排行榜,268,1,13.4
党委会议,268,1,13.4
高层建筑创新建造技术研讨会,268,1,13.4
科瑞德,268,1,13.4
选举,1072,4,13.4
故宫博物院,268,1,13.4
十院联合寻访校友,268,1,13.4
中国高等教育学会,537,2,13.425
立德树人,2418,9,13.433333333333335
心理健康,9414,35,13.448571428571428
选调生考情分析,269,1,13.45
六院赛,269,1,13.45
言弃,269,1,13.45
图管会举办尚阅斋第31期阅读分享活动,269,1,13.45
新一轮经济增长,269,1,13.45
内江市,269,1,13.45
重庆大学自动化学院60周年庆典,269,1,13.45
来校交流,269,1,13.45
文字斋讲座：词与物——跨文化交往中的异邦想象,269,1,13.45
永不,269,1,13.45
现场学习,269,1,13.45
小处,269,1,13.45
发动机,269,1,13.45
地质工程,269,1,13.45
青年地学论坛,269,1,13.45
文明,269,1,13.45
我行,269,1,13.45
骨干培训,269,1,13.45
辅导,2422,9,13.455555555555554
刘汉龙,539,2,13.475
暑期支教,539,2,13.475
班主任,1348,5,13.48
中青年教师,270,1,13.5
文科学院,270,1,13.5
何镜堂,270,1,13.5
生态建设,270,1,13.5
俱乐部,270,1,13.5
文体,270,1,13.5
座谈交流会,270,1,13.5
中国音乐名作欣赏,270,1,13.5
新区,270,1,13.5
雄安,270,1,13.5
中科院重庆,270,1,13.5
拓展培训,270,1,13.5
读博,270,1,13.5
成果产业化,270,1,13.5
行政支部,270,1,13.5
年会暨会员大会,270,1,13.5
第八期,270,1,13.5
电子信息,270,1,13.5
重庆市期刊协会,270,1,13.5
中国研究生电子设计竞赛,270,1,13.5
来访,1621,6,13.508333333333335
宣讲教育,541,2,13.525
财务管理,541,2,13.525
创客谈,1083,4,13.5375
电工电子基础课程,271,1,13.55
英文,271,1,13.55
新任党委书记任命,271,1,13.55
人才培训,271,1,13.55
中铝集团,271,1,13.55
立足,271,1,13.55
感知中国,271,1,13.55
服务师生,271,1,13.55
西部高校,271,1,13.55
实验教学案例设计竞赛,271,1,13.55
学生助理,271,1,13.55
报到,271,1,13.55
荷兰,271,1,13.55
讲解,271,1,13.55
办学品位,271,1,13.55
就业动员,813,3,13.55
提高,271,1,13.55
离退休党委,2983,11,13.55909090909091
明炬,1356,5,13.56
心理委员,3256,12,13.566666666666665
应用,543,2,13.575
优秀大学生暑期夏令营,543,2,13.575
龙骨行动,2172,8,13.575
视频,543,2,13.575
党员教育,815,3,13.583333333333336
90周年校庆学术校庆之文字斋讲座第103讲汉马培育与北朝诸王的崛起,272,1,13.6
业务培训,816,3,13.6
读书节,272,1,13.6
Hampel,272,1,13.6
2019工作研讨,272,1,13.6
Uwe,272,1,13.6
集中观察点,272,1,13.6
千叶大学,272,1,13.6
德累斯顿工业大学,272,1,13.6
K歌比赛,272,1,13.6
优秀成果,272,1,13.6
暗访,272,1,13.6
重庆市第四届大学生物理创新竞赛,272,1,13.6
水果,272,1,13.6
划船活动,272,1,13.6
跃进,272,1,13.6
校友座谈会,1088,4,13.6
德国HZDR研究院,272,1,13.6
大战,272,1,13.6
疯狂细胞,272,1,13.6
青马工程,544,2,13.6
大学化学,272,1,13.6
一对一,545,2,13.625
实践团,3270,12,13.625
MPA教育,273,1,13.65
换届动员会,273,1,13.65
研途实践,273,1,13.65
分享沙龙,273,1,13.65
助力垫江,273,1,13.65
青年编辑业务,273,1,13.65
青春创客,273,1,13.65
大赛复赛,273,1,13.65
走进消防,273,1,13.65
美方教师,273,1,13.65
江涛,273,1,13.65
鼠年,273,1,13.65
中国科技期刊,273,1,13.65
春联,273,1,13.65
火灾,273,1,13.65
线上授课,273,1,13.65
风华,273,1,13.65
119宣传,273,1,13.65
绿色通道,546,2,13.65
精选佳作,273,1,13.65
送福,273,1,13.65
重庆大学2019年暑期赴垫江,273,1,13.65
标兵,819,3,13.65
心肺复苏培训,273,1,13.65
区委书记,273,1,13.65
2020届,1093,4,13.6625
专题组织生活,547,2,13.675
