tags,hits,count,hits_grade
座谈交流,4288,5,42.88
几内亚,858,1,42.9
研修项目,858,1,42.9
咨询会,2575,3,42.91666666666667
东风,859,1,42.95
动力工程学院党委,860,1,43.0
组织学习新《党章》,860,1,43.0
治党,1722,2,43.05
科研,10339,12,43.07916666666667
本科教育工作会,862,1,43.1
国家卫计委科研所,862,1,43.1
合作,12937,15,43.12333333333334
重庆青年创新创业大赛暨第六届创青春重庆地区赛,863,1,43.15
建筑学部联合博硕论坛,863,1,43.15
塑像,863,1,43.15
第四届青春创客系列活动总决赛,863,1,43.15
征兵工作,1726,2,43.15
互联网+,3455,4,43.1875
孔雀,864,1,43.2
70周年,3457,4,43.2125
音乐会,6916,8,43.225
中国科学院,865,1,43.25
清明,865,1,43.25
农村人居环境,865,1,43.25
重庆大学教授,865,1,43.25
山地壶穴,865,1,43.25
川东平行岭谷褶皱区,865,1,43.25
地质环境,865,1,43.25
中国》,865,1,43.25
《地理,865,1,43.25
捐款,2596,3,43.26666666666667
资环学院党委,867,1,43.35
七一,13874,16,43.35625
经典剧目,1735,2,43.375
交大,868,1,43.4
产业,869,1,43.45
绿春县,7824,9,43.46666666666667
生物医学工程,2609,3,43.48333333333333
团员政治学习,870,1,43.5
晨曦计划,4357,5,43.57
生物流变科学与技术,873,1,43.65
2019年第17次,873,1,43.65
二级党组织书记,3493,4,43.6625
文明校园,3493,4,43.6625
两院院士；大数据,874,1,43.7
情况,875,1,43.75
新年晚会,3506,4,43.825
拔尖人才培养,877,1,43.85
江启慧,877,1,43.85
印尼华裔,877,1,43.85
茶话会,2631,3,43.85
银河奖,877,1,43.85
化学外加剂,877,1,43.85
构象驱动,877,1,43.85
学生科幻协会,877,1,43.85
思想政治工作,3510,4,43.875
输配电,3511,4,43.8875
德国,3512,4,43.9
主题党日,15806,18,43.90555555555556
计量质量检测研究院,879,1,43.95
评定,879,1,43.95
2016年,879,1,43.95
毕业生访谈,879,1,43.95
住房,1759,2,43.975
集中学习会,881,1,44.05
精品在线开放课程,1764,2,44.1
首届,7953,9,44.18333333333333
百团纳新,884,1,44.2
招聘会,2654,3,44.23333333333333
一门,885,1,44.25
生产实习,886,1,44.3
未来已来,886,1,44.3
西昌钢钒,886,1,44.3
冶金工程,886,1,44.3
选调生,11520,13,44.30769230769231
战略合作协议,2659,3,44.31666666666667
本科学生,1773,2,44.325
2019级,13299,15,44.33
国防,3552,4,44.4
学术分享交流会,889,1,44.45
创新方法大赛,1778,2,44.45
产学合作协同育人育,889,1,44.45
疏散,889,1,44.45
馆长,890,1,44.5
图工委,890,1,44.5
海上风电发展论坛,890,1,44.5
学员选拔,2671,3,44.51666666666667
涪陵企业,891,1,44.55
科技专家,891,1,44.55
精准对接,891,1,44.55
团支部,7128,8,44.55
慰问,32090,36,44.56944444444444
防范电信诈骗,892,1,44.6
杨凤城,892,1,44.6
纪念马克思诞辰200周年大会,893,1,44.65
好书推荐,893,1,44.65
方曙光,893,1,44.65
固体力学,894,1,44.7
巡演,894,1,44.7
宣誓,894,1,44.7
西班牙,894,1,44.7
毕业生,41147,46,44.725
双一流建设,15214,17,44.747058823529414
最好成绩,895,1,44.75
电动方程式赛车,895,1,44.75
美国,5378,6,44.81666666666667
生物,10763,12,44.84583333333333
引才活动,897,1,44.85
培训班开班式,897,1,44.85
何虎生,3594,4,44.925
上海交通大学,2704,3,45.06666666666667
专场招聘会,1804,2,45.1
国际化培养,902,1,45.1
大学论坛,902,1,45.1
第四轮巡察,1808,2,45.2
2018年第28次,904,1,45.2
学科群,905,1,45.25
全国总决赛亚军,907,1,45.35
第二届全国智能制造创新创业大赛,907,1,45.35
就业工作会议,907,1,45.35
伏特猫,907,1,45.35
川剧基地,908,1,45.4
四川,908,1,45.4
马拉松,4544,5,45.44
生物力学,1818,2,45.45
安波教授,909,1,45.45
征求意见,910,1,45.5
实验教学,3641,4,45.5125
武隆,911,1,45.55
宁波,911,1,45.55
25周年,912,1,45.6
集体谈话,912,1,45.6
科研成果,913,1,45.65
中国社会科学,913,1,45.65
红岩精神,10957,12,45.65416666666667
第十次,914,1,45.7
科技发展,1830,2,45.75
赴外留学,915,1,45.75
毕业去向,915,1,45.75
重庆研究院,14652,16,45.7875
APCAP,916,1,45.8
学生论文奖,916,1,45.8
老年科协,916,1,45.8
学生公寓,916,1,45.8
学习考察,916,1,45.8
人脸识别,916,1,45.8
网上服务,1832,2,45.8
门禁系统,916,1,45.8
投入使用,916,1,45.8
CALIS,1834,2,45.85
培训周,1834,2,45.85
创新实践基地,918,1,45.9
义务植树,1836,2,45.9
中央宣讲团,919,1,45.95
二级党组织,3677,4,45.9625
招聘,5517,6,45.975
曾润喜,921,1,46.05
新生开学典礼,1842,2,46.05
梦想大讲堂,923,1,46.15
全国人民代表大会,923,1,46.15
2019年,18477,20,46.1925
调研组,1848,2,46.2
主持人选拔大赛,924,1,46.2
蝉联团体总分桂冠,925,1,46.25
田村幸雄,925,1,46.25
学工系统,1850,2,46.25
中国学科发展战略学术报告会,925,1,46.25
卓越联盟高校,925,1,46.25
五四寄语,925,1,46.25
重庆市大学生乒乓球比赛,925,1,46.25
第二轮巡察工作,926,1,46.3
第24次,928,1,46.4
校园宣讲,928,1,46.4
系列活动,4642,5,46.42
誓师大会,929,1,46.45
留学生颁奖,931,1,46.55
指导,8380,9,46.55555555555556
董攀,1863,2,46.575
全民,932,1,46.6
决赛,28897,31,46.60806451612903
新加坡管理大学,933,1,46.65
郑媛媛副教授,934,1,46.7
法国里尔科技大学,934,1,46.7
联席会,6548,7,46.77142857142857
研究基地,2809,3,46.81666666666667
苏州科技大学,937,1,46.85
沙坪坝,6564,7,46.885714285714286
三峡库区,939,1,46.95
生态环境,939,1,46.95
十年一见,939,1,46.95
对外部,940,1,47.0
第五届,5642,6,47.01666666666667
两江水土,942,1,47.1
新工科专业,942,1,47.1
会议中心,13199,14,47.13928571428571
评估会,2829,3,47.15
2020年第5次,943,1,47.15
暑期美国学习营,945,1,47.25
渝中区委宣传部,945,1,47.25
2018InnovateFPGA全球创新大赛,946,1,47.3
复评,1892,2,47.3
重庆大学通信学院,946,1,47.3
SCI一区论文；本科生；,947,1,47.35
郭小安,948,1,47.4
清华大学,3792,4,47.4
沙家浜,949,1,47.45
教师教学发展中心,950,1,47.5
思想政治理论课,4753,5,47.53
招生委员会会议,951,1,47.55
拓展训练,951,1,47.55
FELIA,952,1,47.6
未来工程师领导力与创新,952,1,47.6
红色,952,1,47.6
环境,4763,5,47.63
客座教授,4769,5,47.69
思政工作者,1908,2,47.7
优秀生源基地,955,1,47.75
中学校长,955,1,47.75
重大行,955,1,47.75
校友讲座,1911,2,47.775
中国伦理学,956,1,47.8
生涯体验,956,1,47.8
专著,956,1,47.8
国际文化节,957,1,47.85
新闻稿,2871,3,47.85
开工,958,1,47.9
装修改造工程,958,1,47.9
第七期,3835,4,47.9375
庭审,959,1,47.95
第7次会议,959,1,47.95
政协委员,1919,2,47.975
戏剧,1919,2,47.975
智能,4799,5,47.99
2018年第14次,961,1,48.05
校园安全,961,1,48.05
内部审计,961,1,48.05
2020年研究生元旦晚会,961,1,48.05
归档,1923,2,48.075
体验营,962,1,48.1
三峡工程,962,1,48.1
重庆库区,962,1,48.1
智库,2887,3,48.11666666666667
市委宣讲团,963,1,48.15
华为,4816,5,48.16
开州区,964,1,48.2
巡察,18335,19,48.25
换届选举,15465,16,48.328125
电视,967,1,48.35
走访慰问,5804,6,48.36666666666667
国画书法大赛,968,1,48.4
阅读活动,969,1,48.45
表彰,22294,23,48.46521739130435
声音,970,1,48.5
人才,9705,10,48.525
社科,2912,3,48.53333333333333
第十五届,1943,2,48.575
新年,5834,6,48.61666666666667
建设管理与房地产发展国际学术研讨会,973,1,48.65
历史,7789,8,48.68125
使命担当,1950,2,48.75
校企交流座谈会,975,1,48.75
蔡小舒,976,1,48.8
校工,976,1,48.8
李博,976,1,48.8
成少安,976,1,48.8
蒋兴良,1952,2,48.8
中国工程科技发展战略重庆研究院,8787,9,48.81666666666667
潘复生,3906,4,48.825
智能电网重点专项,977,1,48.85
朱卫中,980,1,49.0
拔河,1961,2,49.025
大学,9824,10,49.12
资助,1966,2,49.15
工作例会,4916,5,49.16
建川博物馆,2951,3,49.18333333333333
全国大学生人工智能创新大赛,985,1,49.25
高校情报工作研究会,985,1,49.25
第二十九次,985,1,49.25
Communications,1972,2,49.3
中电,1972,2,49.3
教授,29590,30,49.31666666666667
调研座谈,1974,2,49.35
特殊党费,988,1,49.4
1万元,988,1,49.4
国际会议,7914,8,49.4625
职业导师,1979,2,49.475
荣休教职工大会,990,1,49.5
洽谈会,1984,2,49.6
纪委全委会,1985,2,49.625
儿童节,996,1,49.8
2018年,10966,11,49.845454545454544
重庆市高校期刊研究会,1994,2,49.85
师德模范报告会,997,1,49.85
民主评议党员活动,997,1,49.85
活力团支部,997,1,49.85
共产党人,1995,2,49.875
卫生适宜技术推广,999,1,49.95
基础研究,1998,2,49.95
老年大学,3996,4,49.95
噪声,1000,1,50.0
深度学习,1000,1,50.0
医院建筑,1000,1,50.0
标准编制,1000,1,50.0
腾讯,1000,1,50.0
初心,67086,67,50.06417910447762
称号,4006,4,50.075
设计,4012,4,50.15
节日,1004,1,50.2
国家审计,1004,1,50.2
女教职工,1004,1,50.2
贝尔法斯特女王大学,2013,2,50.325
演讲,5033,5,50.33
大国,2014,2,50.35
兴趣,1007,1,50.35
命运,1007,1,50.35
产教融合,1007,1,50.35
校企协同,1007,1,50.35
工程公司,1007,1,50.35
副总,1007,1,50.35
工程人才培养,1007,1,50.35
机器人工程,1007,1,50.35
中国汽研,1008,1,50.4
活力,5042,5,50.42
世界精神卫生日,1009,1,50.45
MPA,1010,1,50.5
山地城镇建设与新技术,1013,1,50.65
咨询委员会会议,1013,1,50.65
开营仪式,5065,5,50.65
大众创业,1013,1,50.65
青年红色筑梦之旅,1013,1,50.65
罗喜胜,1015,1,50.75
第11次会议,2031,2,50.775
毕业设计,5081,5,50.81
重大学子,8135,8,50.84375
本科生三支部,3051,3,50.85
网络与新媒体讲习班,12209,12,50.87083333333333
春运会,5091,5,50.91
酷暑,1019,1,50.95
TI杯,1019,1,50.95
矿物学,1019,1,50.95
会徽,1019,1,50.95
保密教育,4077,4,50.9625
智库合作联盟理事会,1020,1,51.0
高校思想政治理论课,1021,1,51.05
教学能力大赛,1021,1,51.05
IEEE,4085,4,51.0625
拍摄,1022,1,51.1
高峰,3066,3,51.1
梦想大学堂,1022,1,51.1
教育部科技发展中心,2046,2,51.15
小平科技创新团队,2046,2,51.15
大数据与人工智能,1023,1,51.15
人才培养论坛,1023,1,51.15
师生互动,1024,1,51.2
定点扶贫,8192,8,51.2
自主学习,1024,1,51.2
混合教学,1024,1,51.2
本土,2049,2,51.225
进校园,1025,1,51.25
2018年第7次,1025,1,51.25
研究性,1026,1,51.3
创青春全国大学生创业大赛,1027,1,51.35
航天火箭电子技术有限公司,1028,1,51.4
新工科,3086,3,51.43333333333334
重大讲堂,1029,1,51.45
招生宣传,1029,1,51.45
专家谈专业,1029,1,51.45
俄罗斯,1029,1,51.45
战高考,1029,1,51.45
金科,1030,1,51.5
组织工作,2062,2,51.55
电子,2063,2,51.575
肿瘤医院,10357,10,51.785
专家论证,2072,2,51.8
历史学,1036,1,51.8
热议,12439,12,51.82916666666666
技术创新,2074,2,51.85
同学会,1037,1,51.85
04级,1037,1,51.85
直播,4150,4,51.875
美国化学会,1038,1,51.9
最佳作品,1038,1,51.9
最美校歌,1038,1,51.9
夏清教授,1038,1,51.9
原创歌曲,1038,1,51.9
蓝精灵,1038,1,51.9
报告,29127,28,52.0125
创新设计,3122,3,52.03333333333334
学习热议,1041,1,52.05
90后党员,1041,1,52.05
上海大学,1041,1,52.05
技术成果,1041,1,52.05
传播系,1041,1,52.05
家属,1042,1,52.1
专场巡讲,1042,1,52.1
医护人员,1042,1,52.1
重庆市第一届大学生安全与应急技能大赛,1042,1,52.1
白公馆,2086,2,52.15
渣滓洞,2086,2,52.15
建校九十周年,2087,2,52.175
文件,1044,1,52.2
外语教学大赛,1044,1,52.2
单轨制,1044,1,52.2
歌咏会,1044,1,52.2
宁先雄,1044,1,52.2
信息化,3134,3,52.23333333333334
校领导,21953,21,52.26904761904761
重庆东站规划及选址情况了解会议,1046,1,52.3
讲习班,1047,1,52.35
中俄,1048,1,52.4
重大社团,1049,1,52.45
河钢集团,1049,1,52.45
唐海波,1049,1,52.45
院士行,1051,1,52.55
老师,2102,2,52.55
国际华语辩论冠军赛,2106,2,52.65
态启乡,1054,1,52.7
学术,25349,24,52.81041666666666
筹备会,2113,2,52.825
启动,3170,3,52.83333333333334
创始人,2114,2,52.85
吕子方,2114,2,52.85
重庆市高校,2114,2,52.85
人居杯,1058,1,52.9
哈尔滨工程大学,1058,1,52.9
建筑高校,1058,1,52.9
校学生会,1058,1,52.9
绩效,2116,2,52.9
理论物理学术交流与人才培养平台,1059,1,52.95
消毒液,1059,1,52.95
年度工作总结会,1059,1,52.95
新疆,2119,2,52.975
风采,9536,9,52.97777777777778
王林教授,1060,1,53.0
科普工作,2120,2,53.0
生物学与生物化学,1061,1,53.05
全球学科排名,1061,1,53.05
学校党委,3183,3,53.05
部长,2123,2,53.075
让烈士回家,1062,1,53.1
张志安,1062,1,53.1
教师风采,1063,1,53.15
原创作品,1063,1,53.15
领导,5328,5,53.28
邓德会,1066,1,53.3
理事会,9597,9,53.31666666666666
全国肿瘤防治宣传周,1067,1,53.35
修正案,1069,1,53.45
校友李力,1070,1,53.5
公司,1070,1,53.5
超亿元,1070,1,53.5
天堑变通途——中国桥梁70年,1070,1,53.5
出版发行,1070,1,53.5
公共管理,3212,3,53.53333333333334
资质认定,1071,1,53.55
工作会议,4286,4,53.575
绿春,18217,17,53.579411764705874
2018,20373,19,53.613157894736844
经济责任审计,1074,1,53.7
导师奖,1075,1,53.75
越剧,1075,1,53.75
好评,1075,1,53.75
博士论文,1075,1,53.75
优秀博士论文奖,1075,1,53.75
一行,4302,4,53.775
中国自动化学会,2152,2,53.8
生物科普试验载荷,2153,2,53.825
可信控制系统专业委员会,1077,1,53.85
全校辩论赛,1078,1,53.9
美视电影学院,8628,8,53.925
教学检查,7559,7,53.99285714285715
安排部署,1080,1,54.0
纪检工作,1080,1,54.0
会议精神,1080,1,54.0
院庆,2160,2,54.0
改革,1082,1,54.1
个人所得税专项附加扣除,1082,1,54.1
杰出校友,2166,2,54.15
驻华大使,1083,1,54.15
乌拉圭,1083,1,54.15
例会,19503,18,54.175
家书,3255,3,54.25
中国教育国际交流协会,2171,2,54.275
方案,2174,2,54.35
首批,3266,3,54.43333333333334
疫情防控,21776,20,54.44
人才交流,2178,2,54.45
梦想,6540,6,54.5
中央党校,2181,2,54.525
委员会,6549,6,54.575
贯彻落实,2184,2,54.6
路桥课群组,1092,1,54.6
招商局重庆交科院,1092,1,54.6
公益,10957,10,54.785
秋季学期,1097,1,54.85
丛书,1097,1,54.85
编委会,1097,1,54.85
长江,1097,1,54.85
授权点,7682,7,54.87142857142857
校领导带队赴开州区关面乡开展两不愁三保障政策,1098,1,54.9
落实情况大走访活动,1098,1,54.9
Science,4394,4,54.925
全体会议,5493,5,54.93
颁奖会,1100,1,55.0
全国两会,6601,6,55.00833333333334
德行,2201,2,55.025
侨界人士,2203,2,55.075
中期检查,3305,3,55.08333333333334
榜样,14327,13,55.10384615384615
校长访问团,1103,1,55.15
英国萨里大学,1103,1,55.15
工作推进会,2207,2,55.175
改革先锋,1105,1,55.25
马善祥,1105,1,55.25
程序设计,2210,2,55.25
第十二届iCAN国际创新创业大赛中国总决赛,1107,1,55.35
工作组,1108,1,55.4
石墨,1108,1,55.4
刘伯承故居,1112,1,55.6
新冠病毒,1114,1,55.7
12金,1115,1,55.75
刷新历史,1115,1,55.75
创青春重庆市大学生创业大赛,1115,1,55.75
川剧传承基地,1116,1,55.8
科技成果转化,1116,1,55.8
唐立新,4476,4,55.95
重庆大学学报,2239,2,55.975
网络公共事件,1121,1,56.05
就业指导讲座,1122,1,56.1
全国大学生,2244,2,56.1
中外师生,1122,1,56.1
90周年校庆年,1123,1,56.15
宣传活动,2246,2,56.15
最美科普志愿者,2246,2,56.15
成立,4494,4,56.175
2019,26968,24,56.18333333333334
庚子年,1124,1,56.2
十三届七次,1124,1,56.2
生物流变科学与技术教育部重点实验室,1124,1,56.2
力量,7871,7,56.22142857142857
2018年第30次,1125,1,56.25
通报会,3377,3,56.28333333333334
巡展,2252,2,56.3
调研,198640,176,56.43181818181819
优异生会,1130,1,56.5
新思想,1131,1,56.55
同上一堂课,1131,1,56.55
千万师生,1131,1,56.55
科普讲解大赛,1132,1,56.6
《土木与环境工程学报（中英文）》,1132,1,56.6
90周年,9058,8,56.6125
石原孟,1133,1,56.65
中澳科技创新和产业化论坛,1133,1,56.65
基建,9070,8,56.6875
概念,1134,1,56.7
重庆大学附属肿瘤医院,4537,4,56.7125
应急处突,1135,1,56.75
魅力,1135,1,56.75
桌面演练,1135,1,56.75
四个自信,1136,1,56.8
青年学者,13650,12,56.875
多维度,1138,1,56.9
2017年第43次,1139,1,56.95
煤矿灾害动力学与控制国家重点实验室,5698,5,56.98
2019年全国高校创业社团十强,1140,1,57.0
新时代,59376,52,57.09230769230769
中外合作办学,4576,4,57.2
AALD,1144,1,57.2
美丽乡村,3435,3,57.25
沙磁文化区,1145,1,57.25
合作协议,1146,1,57.3
主席,4587,4,57.3375
讲思政课,2295,2,57.375
文明校园创建,1148,1,57.4
重庆大学能动学院,1150,1,57.5
柔性可再生能源材料与器件,1150,1,57.5
精神,37950,33,57.5
宣传月,1152,1,57.6
一流大学,1152,1,57.6
西部计划,2305,2,57.625
纳米材料,1154,1,57.7
耐药菌防治,1154,1,57.7
宿舍管理,1155,1,57.75
中国城镇供水排水协会工程教育专业委员会,1155,1,57.75
安全巡查,1155,1,57.75
大厅,1155,1,57.75
博士后,19643,17,57.773529411764706
铭记师恩,1156,1,57.8
2019年度,3476,3,57.93333333333334
时代楷模,1161,1,58.05
八步沙林场六老汉,1161,1,58.05
全国科技工作者日,1161,1,58.05
王琦美术博物馆,1161,1,58.05
先进群体事迹报告会,1161,1,58.05
润明,1161,1,58.05
研究生奖学金,1162,1,58.1
重大乒乓球队,2324,2,58.1
时代,3488,3,58.13333333333334
高端论坛,2328,2,58.2
歌唱,1165,1,58.25
建党98周年；主题党日,1166,1,58.3
未来网络与安全,1167,1,58.35
文化校庆,4679,4,58.4875
项久雨,1170,1,58.5
中国大学,1170,1,58.5
郭坤银,1171,1,58.55
预防,1171,1,58.55
重庆大学KAB创业俱乐部,2342,2,58.55
创新发展中心,1172,1,58.6
党委全委会,2344,2,58.6
艺术展,2345,2,58.625
中联部,1173,1,58.65
自信,1173,1,58.65
议员,1173,1,58.65
清华,1175,1,58.75
获重庆市五一劳动奖章,1175,1,58.75
戏曲进校园,1175,1,58.75
高研院&博雅学院,1175,1,58.75
周光礼,1176,1,58.8
科教融合,1176,1,58.8
纪委全委扩大会,1176,1,58.8
重庆大学CIOB学生中心学生,1177,1,58.85
爱丁堡,1177,1,58.85
2019年CIOB全球学生挑战赛决赛与全球年会,1177,1,58.85
研究院,4710,4,58.875
西盟,1178,1,58.9
新国大,1181,1,59.05
新中国,4726,4,59.075
纪委,3545,3,59.08333333333334
金奖,8275,7,59.107142857142854
数学竞赛,1184,1,59.2
春季论坛,2368,2,59.2
教师干部大会,1187,1,59.35
建造,1189,1,59.45
庆祝,4767,4,59.5875
重点,2384,2,59.6
人才培养,15540,13,59.769230769230774
振兴与发展,1197,1,59.85
智慧医院,1197,1,59.85
第十届中英创业计划大赛,1197,1,59.85
机床产业,1197,1,59.85
中国通用技术集团,1197,1,59.85
香港理工大学教授,1198,1,59.9
意大利,2398,2,59.95
头脑风暴,1199,1,59.95
弘深博士后青年教师,1200,1,60.0
铜奖,1200,1,60.0
2018年创青春全国大学生创业大赛国际名校邀请赛,1200,1,60.0
院长工作例会,9608,8,60.05
王合清,1201,1,60.05
全国十强,1202,1,60.1
2018年高校创业社团,1202,1,60.1
重庆大学代表团,2405,2,60.125
九十周年校庆,3609,3,60.15
结束,2407,2,60.175
瓦斯灾害监控与应急技术国家重点实验室,1204,1,60.2
iCAN国际创新创业大赛,1204,1,60.2
开幕式,15709,13,60.41923076923077
骨干会议,1210,1,60.5
方案编制,1212,1,60.6
贵阳校友会,1213,1,60.65
国际工程管理高峰论坛,1215,1,60.75
党政,4871,4,60.8875
张学锋,1218,1,60.9
典型,1218,1,60.9
发言,1218,1,60.9
物理学期刊,1218,1,60.9
师德师风专题研修班,1218,1,60.9
第八次,1220,1,61.0
第四位,1222,1,61.1
百篇最具影响国际学术论文,1222,1,61.1
庆典,1224,1,61.2
五四运动,8592,7,61.37142857142857
卢柯,1228,1,61.4
国家研究中心,1228,1,61.4
沈阳,1228,1,61.4
上市,1228,1,61.4
西部,2460,2,61.5
巡礼,1231,1,61.55
重庆大学,1123708,912,61.60679824561404
国际化,6162,5,61.62
科技工作,1233,1,61.65
动力工程,2468,2,61.7
使命,56773,46,61.70978260869565
武汉大学,3705,3,61.75
事迹,1236,1,61.8
两弹一星,1236,1,61.8
公示,1236,1,61.8
学术委员会,8654,7,61.81428571428571
学习教育,1237,1,61.85
何鲁,3712,3,61.86666666666666
陶艺,2479,2,61.975
2018年第15次,1240,1,62.0
中华优秀传统文化,1241,1,62.05
特色展示项目,1241,1,62.05
教职工代表大会,2483,2,62.075
团市委首批联合共建青创空间单位,1242,1,62.1
重庆大学团委,1242,1,62.1
干部职工大会,1243,1,62.15
党委组织部支部,2487,2,62.175
第三轮巡察,1246,1,62.3
党建双创工作,1248,1,62.4
全国大学生微创业行动,1248,1,62.4
示范高校,1248,1,62.4
标杆学院,1248,1,62.4
样板支部,1248,1,62.4
双带头人工作室,1248,1,62.4
展销订购会,2499,2,62.475
科技局,1252,1,62.6
汪正平,1253,1,62.65
2018年第31次,1254,1,62.7
反馈,2509,2,62.725
对照党章党规找差距,2510,2,62.75
科技部高新司,2511,2,62.775
科苑戴斯酒店,1256,1,62.8
学术会议交流中心,1256,1,62.8
科学研究,1256,1,62.8
科学选题,1256,1,62.8
青年师生,8804,7,62.88571428571429
第2次,1261,1,63.05
以中,1261,1,63.05
特等奖10项,1263,1,63.15
挑战杯重庆市选拔赛,1263,1,63.15
混合教学模式,1263,1,63.15
1127,1263,1,63.15
新华网,1264,1,63.2
祖国,2530,2,63.25
2018年第17次,1266,1,63.3
2020年第一次,1266,1,63.3
第10次,1267,1,63.35
第47次,1267,1,63.35
高校创新创业投资服务联盟,1267,1,63.35
留动中国,1270,1,63.5
高校国家知识产权信息服务中心,1270,1,63.5
科学防疫,1270,1,63.5
目标,10166,8,63.5375
2019智博会,6357,5,63.57
中意,1272,1,63.6
党内监督,2546,2,63.65
工程学部,7645,6,63.70833333333334
笹川良一,2549,2,63.725
中央纪委三次全会精神,1275,1,63.75
高性能,1275,1,63.75
足球,5107,4,63.8375
页岩气勘探,1278,1,63.9
重庆市人大,1278,1,63.9
美丽中国,1279,1,63.95
励志青春,1280,1,64.0
揭牌仪式,3842,3,64.03333333333335
部署工作,2562,2,64.05
英语竞赛,1283,1,64.15
《Advanced,2566,2,64.15
外研社·国才杯,1283,1,64.15
第27次会议,1284,1,64.2
科技部,3855,3,64.25
药学院博士生阙玉梅荣获美国心脏协会心血管研究新星大奖,1289,1,64.45
秋季运动会,3871,3,64.51666666666667
复课,3873,3,64.55
王时龙,2584,2,64.6
思政工作,3878,3,64.63333333333334
学院党组织会议和党政联席会议制度,1295,1,64.75
2019年第20次,1296,1,64.8
2020年度国家出版基金,1297,1,64.85
科技文化节,1298,1,64.9
第三次会议,1299,1,64.95
出国境,1299,1,64.95
亚军,5199,4,64.9875
水安全,1301,1,65.05
库区水循环,1301,1,65.05
火线入党,1302,1,65.1
CTTI-BPA,1304,1,65.2
经略院,1304,1,65.2
雪峰山,2610,2,65.25
环境生态工程,1306,1,65.3
日记,3918,3,65.3
环境风云实验大赛,1306,1,65.3
艺术展演,2613,2,65.325
金课,2615,2,65.375
国际培养交流计划,1308,1,65.4
台湾优久大学联盟,1308,1,65.4
世界互联网大会,1313,1,65.65
保密委员会,5254,4,65.675
举措,1314,1,65.7
服务地方,1314,1,65.7
寒假,6572,5,65.72
反馈会,2629,2,65.725
设计创意产业园,2629,2,65.725
意见,1318,1,65.9
仉文岗教授,2637,2,65.925
材料科学领路人,1321,1,66.05
医学双一流建设论坛,1321,1,66.05
杨永斌,2643,2,66.075
五四青春报告会,1322,1,66.1
创新创业团队,1322,1,66.1
青年红色逐梦之旅,1322,1,66.1
新型冠状病毒,3968,3,66.13333333333334
短跑冠军,1323,1,66.15
800米决赛,1323,1,66.15
夺冠,1323,1,66.15
光电设计竞赛,1323,1,66.15
视频直播,1324,1,66.2
科学道德,1324,1,66.2
学科建设,21193,16,66.228125
青岛,1325,1,66.25
理工大学,1325,1,66.25
学生,22532,17,66.27058823529413
重庆大学学生创新创业团队项目,1326,1,66.3
第三届重庆市大学生创业成果展洽会,1326,1,66.3
会见,5308,4,66.35
营员报到,1327,1,66.35
Chemistry,2658,2,66.45
重庆市急救医疗中心,3988,3,66.46666666666665
校友总会,3989,3,66.48333333333333
重庆赛区,5319,4,66.4875
纪念五四,2668,2,66.7
唯一,4003,3,66.71666666666665
总领事,2670,2,66.75
能源环保,1337,1,66.85
硕士,6692,5,66.92
欧洲科学院院士,2680,2,67.0
湖南师范大学,1340,1,67.0
环境资源模拟法庭大赛,1340,1,67.0
主题,25478,19,67.04736842105264
常委会,46952,35,67.07428571428572
工商银行,1343,1,67.15
2019届毕业生,1344,1,67.2
4种期刊,1345,1,67.25
庆祝中华人民共和国成立70周年精品期刊展,1345,1,67.25
学生就业,2693,2,67.325
入驻,2694,2,67.35
西昌,1356,1,67.8
重庆市,67892,50,67.892
2017年,2716,2,67.9
师德,4074,3,67.9
隐患整改,1358,1,67.9
周旬,35319,26,67.92115384615384
黄宇桥,1359,1,67.95
平常心,1359,1,67.95
物联网,1359,1,67.95
国家虚拟仿真实验教学项目,2722,2,68.05
一流学科,4089,3,68.15
大使,2726,2,68.15
成渝双城经济圈,1365,1,68.25
眉山,1365,1,68.25
新进教职工,1366,1,68.3
高考咨询会,1366,1,68.3
推介会,2734,2,68.35
海内外,6842,5,68.42
曲建武,1370,1,68.5
留校学生,4112,3,68.53333333333335
毕业典礼,30231,22,68.70681818181819
领导力,2751,2,68.775
祝寿大会,1377,1,68.85
生涯体验周,2754,2,68.85
情况通报,1377,1,68.85
能源经济与环境可持续发展,2760,2,69.0
矿业,2761,2,69.025
多行,1381,1,69.05
刘琼荪,1381,1,69.05
高教杯,2763,2,69.075
研究,9679,7,69.1357142857143
数字出版,1383,1,69.15
第三届自主无人系统国际会议,1383,1,69.15
冠名,1388,1,69.4
山顶亭,1388,1,69.4
轩辕教育基金会,1388,1,69.4
宾夕法尼亚大学,2781,2,69.525
开学复课,5563,4,69.5375
示范基地,2782,2,69.55
西门子,1392,1,69.6
人事局,1393,1,69.65
思想政治理论课教师教学能力大赛决赛,1393,1,69.65
思想政治理论课建设工作会,1393,1,69.65
岗位,1394,1,69.7
表率,1394,1,69.7
人文医院,1395,1,69.75
全国最具影响力学生社团,1399,1,69.95
区政府,1399,1,69.95
团体总分冠军,1399,1,69.95
工匠,1399,1,69.95
基层党建,1399,1,69.95
2018年重庆市大学生,1399,1,69.95
全面从严治党,8396,6,69.96666666666665
教育部,44780,32,69.96875
中国教育电视台,1401,1,70.05
最美慕课,1401,1,70.05
实践教育,1401,1,70.05
领导小组,5607,4,70.0875
人才引进,9832,7,70.22857142857143
重庆市智慧医疗保障研究中心,1406,1,70.3
青年学生,1407,1,70.35
